x,y,z,alpha.water
0,0.15,-0.125,1
-2.1684e-19,0.15,-0.120834,1
-4.33681e-19,0.15,-0.116667,1
-5.42101e-20,0.15,-0.116667,1
2.98156e-19,0.15,-0.1125,1
6.50521e-19,0.15,-0.108333,1
4.33681e-19,0.15,-0.104166,1
2.1684e-19,0.15,-0.1,1
2.1684e-19,0.15,-0.0958333,1
2.1684e-19,0.15,-0.0916667,1
2.43945e-19,0.15,-0.0875,1
2.71051e-19,0.15,-0.0833333,1
1.35525e-19,0.15,-0.08125,1
0,0.15,-0.0791667,1
-5.42101e-20,0.15,-0.0781251,1
-1.0842e-19,0.15,-0.0770835,1
6.77626e-20,0.15,-0.0760417,1
2.43945e-19,0.15,-0.075,1
2.84603e-19,0.15,-0.0739584,1
3.25261e-19,0.15,-0.0729168,1
3.25261e-19,0.15,-0.071875,1
3.25261e-19,0.15,-0.0708333,1
4.87891e-19,0.15,-0.0697917,1
6.50521e-19,0.15,-0.06875,1
5.42101e-19,0.15,-0.0677084,1
4.33681e-19,0.15,-0.0666667,1
4.33681e-19,0.15,-0.065625,1
4.33681e-19,0.15,-0.0645834,1
4.33681e-19,0.15,-0.0635417,1
4.33681e-19,0.15,-0.0625,1
3.79471e-19,0.15,-0.0614583,1
3.25261e-19,0.15,-0.0604167,1
3.38813e-19,0.15,-0.059375,1
3.52366e-19,0.15,-0.0583333,1
5.01444e-19,0.15,-0.0572916,1
6.50521e-19,0.15,-0.05625,1
6.50521e-19,0.15,-0.0552083,1
6.50521e-19,0.15,-0.0541667,1
7.04731e-19,0.15,-0.053125,1
7.58942e-19,0.15,-0.0520833,1
8.40257e-19,0.15,-0.0510417,1
9.21572e-19,0.15,-0.05,1
8.40257e-19,0.15,-0.0489583,1
7.58942e-19,0.15,-0.0479167,1
7.58942e-19,0.15,-0.046875,1
7.58942e-19,0.15,-0.0458333,1
7.04731e-19,0.15,-0.0447916,1
6.50521e-19,0.15,-0.04375,1
7.31836e-19,0.15,-0.0427083,1
8.13152e-19,0.15,-0.0416667,1
8.40257e-19,0.15,-0.040625,1
8.67362e-19,0.15,-0.0395833,1
8.67362e-19,0.15,-0.0385417,1
8.67362e-19,0.15,-0.0375,1
8.13152e-19,0.15,-0.0364583,1
7.58942e-19,0.15,-0.0354167,1
7.58942e-19,0.15,-0.034375,1
7.58942e-19,0.15,-0.0333333,1
7.58942e-19,0.15,-0.0322916,1
7.58942e-19,0.15,-0.03125,1
7.04731e-19,0.15,-0.0302083,1
6.50521e-19,0.15,-0.0291667,1
8.13152e-19,0.15,-0.028125,1
9.75782e-19,0.15,-0.0270833,1
8.94467e-19,0.15,-0.0260417,1
8.13152e-19,0.15,-0.025,1
7.86047e-19,0.15,-0.0239583,1
7.58942e-19,0.15,-0.0229167,1
7.58942e-19,0.15,-0.021875,1
7.58942e-19,0.15,-0.0208333,1
7.58942e-19,0.15,-0.0197916,1
7.58942e-19,0.15,-0.01875,1
7.04731e-19,0.15,-0.0177083,1
6.50521e-19,0.15,-0.0166667,1
7.58942e-19,0.15,-0.015625,1
8.67362e-19,0.15,-0.0145833,1
8.67362e-19,0.15,-0.0135417,1
8.67362e-19,0.15,-0.0125,1
8.7075e-19,0.15,-0.0114583,1
8.74138e-19,0.15,-0.0104167,1
8.13152e-20,0.15,-0.0104167,0.999994
2.57498e-19,0.15,-0.009375,0.999994
4.33681e-19,0.15,-0.00833333,0.998871
3.79471e-19,0.15,-0.00729167,0.998871
3.25261e-19,0.15,-0.00625,0.943949
3.25261e-19,0.15,-0.00520833,0.943949
3.25261e-19,0.15,-0.00416667,0.517616
3.25261e-19,0.15,-0.00312498,0.517616
3.25261e-19,0.15,-0.00208329,0.0564589
3.52366e-19,0.15,-0.00104165,0.0564589
3.79471e-19,0.15,1.39938e-11,0.000916449
4.06576e-19,0.15,0.00104165,0.000916449
4.33681e-19,0.15,0.00208329,8.82535e-06
4.33681e-19,0.15,0.00312498,8.82535e-06
4.33681e-19,0.15,0.00416667,3.32752e-07
4.33681e-19,0.15,0.00520833,3.32752e-07
4.33681e-19,0.15,0.00625,2.51793e-08
3.79471e-19,0.15,0.00729167,2.51793e-08
3.25261e-19,0.15,0.00833333,2.91837e-09
3.79471e-19,0.15,0.009375,2.91837e-09
4.33681e-19,0.15,0.0104167,4.44745e-10
4.33681e-19,0.15,0.0114583,4.44745e-10
4.33681e-19,0.15,0.0125,7.40719e-11
4.87891e-19,0.15,0.0135417,7.40719e-11
5.42101e-19,0.15,0.0145833,5.82027e-12
5.01444e-19,0.15,0.015625,5.82027e-12
4.60786e-19,0.15,0.0166667,2.01316e-12
4.47233e-19,0.15,0.0177083,2.01316e-12
4.33681e-19,0.15,0.01875,2.36659e-12
4.87891e-19,0.15,0.0197916,2.36659e-12
5.42101e-19,0.15,0.0208333,2.82101e-12
5.42101e-19,0.15,0.021875,2.82101e-12
5.42101e-19,0.15,0.0229167,3.78055e-12
5.42101e-19,0.15,0.0239583,3.78055e-12
5.42101e-19,0.15,0.025,5.08033e-12
